id,tweet,subtask_a
93975,@USER  @USER  @USER   WE THE PEOPLE DEMAND AN INVESTIGATION OF        keith ellison!! #MAGA URL,NOT
52155,"@USER @USER @USER @USER @USER Also.  These antifa"" and from hence shall be referred to as anqueefa by mesel.  They pretty much all live with Mommy.  In the basement which is why they wear masks.  Then mommy can't ground em""",NOT
47735,@USER And the most insignificant comment comes from a Miss America contestant.,NOT
30961,@USER you are very generous. &lt;3,NOT
87589,Along with Occupy Wall St and ANTIFA URL,NOT
87838,@USER And there I was thinking I couldn't like you any more than I already did... Brilliant. 😀❤️💉❤️😀,NOT
85538,@USER @USER She doesn’t remember her clothes or his clothes or the house or how she got there or what songs they were playing or what exact date. This is nothing but weaponizing me too with false accusations for ulterior motives. But if Fiberals can defend #antifa terrorists this is nothing.,OFF
50398,@USER Love it! He's giving you a heads up that he is the most important living creature in a 10 mile radius !!🐾🤣,NOT
97195,@USER @USER Awwh thank alooot Bhabi you are so sweet love you 😍😘😘,NOT
45319,@USER But he is right..the deaths caused by the hurricane was vastly overrated. I googled it.,NOT
15823,"@USER i bet he is sayin wat his daddy says most... Don't start me baby""😂😂😂""",OFF
57229,@USER Haven't watched it in years.  #NoNFLZoneHome @USER #QAnon #MAGA.,NOT
14541,@USER @USER Wait what??? The conservatives actually showed a little sign of respect?  That’s a first.,NOT
23507,@USER @USER Democrats only care about this crap when it furthers their mission: To destroy conservatives.,OFF
97626,@USER @USER @USER @USER Conservatives: Always dying on the wrong hill.,NOT
77343,@USER You bet it has. England is doomed. Liberals everywhere are destroying our lives by collaborating with Muslims. The Royal Family bloodline mixes with Muslims going way back.  Do you think this is an accident?  Read this:  URL,OFF
81757,@USER @USER @USER If you are being led by the spirit why didn't you 10 deliver him from that spirit?,NOT
61740,@USER he needs shielding from his nana too.,NOT
78194,@USER No gun control people can ever explain the logic of any gun law or any weapon restriction. Always just blanket statements for the sheep to follow #2A #CruzCrew #TX #Florida #VoteRedToSaveTexas #VoteRedToSaveFlorida,NOT
92809,@USER Heck yeah. And also she IS cool,NOT
44550,@USER @USER middle class voted &amp; continue to support our @USER that u demoralize daily bcuz we do not like direction our country has been heading. It continues when u take a BLIND EYE to hate &amp; violence spewed from ANTIFA &amp;  illegals who disregard our laws.,NOT
59049,@USER God save us from that catastrophe,NOT
86887,@USER @USER She is the CEO of ATMOS research &amp; consulting She profits by spreading gloom &amp; telling cities how they can combat climate change Snake oil salesmen are cheaper on taxpayers URL,NOT
81230,@USER @USER @USER How many car windows did you smash today while wearing a pussy hat? You anti-American antifa fucktards are a pathetic waste of life. We will slap you down at the ballot box once again. URL,OFF
31404,@USER That shit weird! Lol,OFF
26153,@USER Omfg yassssss! 😍,NOT
98980,@USER @USER @USER @USER @USER im no one special or affiliated with @USER they’re just my favorite team I believe it was personal &amp; financial here is my take he obviously had some issues with management &amp; @USER had to set a presedent &amp; at the rate he is going he is going to command big $$$$$,NOT
18677,@USER That's because there are very few conservatives in Congress. They only run as conservatives. They govern as liberals.,NOT
65143,@USER @USER @USER disgusting. These people will take over this country one day and then all the lefties and liberals will be very upset when they are forced to wear a burka. Imagine @USER 😂. The worst mistake EVER was letting these people in so freely. They do not appreciate it.,OFF
37066,@USER @USER @USER @USER We are here for Q and the Revolution.  Do not allow the shiny objects to divide.  Take a step back and look at all of it from that way.  #MAGA #WeThePeople.,NOT
82543,@USER Natalie (the youngest) gets her dreams of being a football coach ruined when she is constantly compared to her older brother Chris who has made that his career. She invents Mr Doubtfire as Chris’ long lost brother from Scotland &amp; wins the job &amp; in life. The end.,NOT
12406,@USER @USER @USER @USER She is getting death threats. URL,NOT
14136,@USER The biggest difference to me between the Conservative’s overall agenda and the Liberal’s: What Cons do makes me feel scared and depressed about others and the future. What Liberals do makes me feel happy and confident we’re on the right track. Neither is perfect but one is best.,NOT
55517,@USER you are welcome to join us in our Slack room for the community gardening.  URL,NOT
20202,@USER @USER @USER @USER He looks like a Antifa dude. Dude.,NOT
61883,@USER Thank you for the updates....you are doing an excellent job,NOT
83064,@USER You are cum,NOT
29417,@USER GOOD!,NOT
40866,@USER All you need to know about the importance of the midterms,NOT
68748,@USER This kind of meme just drives me further away from the Conservatives. My mother and father are rolling in their proverbial...you know. They would be disappointed in the lowness of it all.,NOT
38412,@USER @USER @USER @USER ANTIFA are not Liberal!We don’t agree with anything they Do!!look up their history.but also look up David Duke. We also don’t believe open borders.Doesn’t mean you have to be a Racist.&amp; loose your empathy/morals. I personally have no problem discussing topics.,NOT
41306,@USER Antisemitism is alive and well in the UK!,NOT
59746,@USER Liberals are not very smart,OFF
92259,@USER I hope he traded this winter as he is the worst defensive catcher I’ve ever seen itsnot even funny anymore as 14 passed balls in only 71 games? Wow.... that’s nuts,NOT
99811,@USER @USER If Trump supported Nazis then why would ANTIFA a communist group want to harm Trump. 🤔 That's right the communist group is made up of the Democratic party.,NOT
36557,20180917: Don Pittis CBC: Is the People's Party of Canada liberal? It depends on the definition URL,NOT
18560,@USER No and they’re expensive ass hell,OFF
64496,@USER Dishonored zone where you have to balance on dangerously high edges in a shitty ghetto overrun with rats and bloodflies,OFF
42936,@USER I think gun control and progressive tax rates are unjust. Can i ignore them?,NOT
44603,@USER @USER @USER they aren't....,NOT
19765,"@USER  How did Britain end up upside down in the ditch with all four wheels spinning lazily in the air?""  How could it not, with the rabid wealth thirsty @USER drunk on power, at the wheel?  #BritishToryCarCrash #ToriesOut""",NOT
15694,@USER A special kind of #Antifa when he learns the correct spelling of tomorrow ! ffs proper shitting myself now 😱,OFF
85048,@USER Something went down she is hiding.,NOT
54753,@USER @USER #Westminster @USER #Tories @USER @USER @USER #Brexiteers #OutOfTheEU @USER We think not #AnnaSourpuss 😠 Best for the #UK 🇬🇧 without a doubt is to #Leave with #NoEUDeal &amp; just get on forging 🌍 trade deals &amp; say to the #EU #FuckEU 💪,OFF
46891,@USER @USER Apparently they didn't learn from gun control.,NOT
83904,@USER Could be Romford Young Conservatives!,NOT
30739,@USER @USER Who ever supported this guy? You know they can never be trusted.,NOT
13747,@USER @USER He should be in potters field by now,NOT
24918,@USER you fuckass,OFF
11960,4 Dead In Mass Shooting At Fifth Third Bank Building In Downtown Cincinnati | TIME - TIME URL via @USER WANT GUN CONTROL LEGISLATION? VOTE BLUE,NOT
51384,@USER ANTIFA seems to taking a vacation too. But watch out after the election. I’d like to think they’ve all gone back to school.,NOT
33044,@USER @USER I'm not watching it ever again. Soccer anyone? That damn soccer game in TN looked like a winner to me. USA beat Mexico 1-0. Over 40k attended. I think Soccer can overcome football in the future.,NOT
54824,@USER @USER @USER @USER I blocked @USER I don't want Conservatives here this is a safe place for all #resisters,NOT
77843,@USER Then resign. You have done NOTHING to check El Presidente. You are part of the swamp and hold NO Nebraska values! RESIGN,OFF
53104,"@USER It was a change"" election and exit polls were not kind to Doug Ford, so I can't quite agree.  I believe the NDP is making a case as a strong opposition party, allaying fears about potential governance, and so much of what may happen in 2022 hinges on how Liberals reorganize.""",NOT
97653,@USER Dam Lorna you are So So Sexy! Mmmmmm Gorgeous n Edible!!!,NOT
37689,"@USER She is not decent anywhere and most people who respect"" her have no idea what she stands for.""",NOT
87831,@USER @USER @USER there is a culture in greek life but I think alot of that comes from presentation in film. once we are away from our parents  people are more free thinking some I agree with some not. you really think every frat is maga crazy,NOT
16882,@USER Fake news he is a liberal dem.,OFF
43148,@USER Leftist Californian antifa professors never lie about republicans. Snark!!!,NOT
50613,@USER @USER @USER @USER @USER No kidding and I don't support that. Still doesn't cancel out the many violent protests by antifa. The money and support has been traced to George Soros and he is a big player within the democrat party,NOT
70473,@USER you are a traitor URL,OFF
84973,@USER @USER @USER Oh yeah another cracking offering from @USER 😂🤣😂🤣 URL,NOT
24924,@USER THINK PROBELY I THINK SHE IS GETTING SOMETHING OUT OF IT ..MAYBE MONEY,NOT
73201,@USER @USER That’s how immature she is not to mention no class at all O!! Not even a dime,OFF
10258,@USER When you are playing inside you don’t get beat inside. I agree not a major mistake.  I’m glad you found it because I was questioning my mind again.,NOT
62338,"@USER @USER @USER Andy, you literally went on vacation right after making that pressing"" announcement. You're a joke and this is why real conservatives are turning to Bernier""",NOT
93428,@USER @USER @USER Maybe the Trumpies will call for Gun Control after this.,NOT
99677,@USER The #metoo movement has turned out just the way black lives matter and Antifa turned out. Started out as a worthy cause and then ruined by a bunch of bandwagonists. More harm than good.,NOT
70695,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes we do. I've been campaigning for this for years,NOT
88054,@USER No they are seeing how liberals are sleazballs and they are #WalkingAway,OFF
61143,@USER @USER Yep. Here she is defying us to take another picture. URL,NOT
90696,@USER That one sucks bc he is so hit or miss,OFF
18102,@USER  DEMOCRATS HAVE ORDER THIS MANGINA TO SHUT UP  HE IS NOT LISTENING JUST KEEPS ON GOING ON AND ON IN HIS LITTLE MIND   HE IS LOYAL TO UNCLE SOROS   HIS SISTER MARRIED INTO THE FAMILY URL,OFF
58939,@USER Yoongi you are the father!!! 😂 URL,NOT
48823,@USER Flat out clown....bottom  Line is that you're out and America is back!!  you were a sellout to the country ...look in the mirror who's the 8 year old..,OFF
15186,@USER OH MY GOD,NOT
10653,@USER Figures. He is a douche and would do this.,OFF
73833,@USER @USER He is such a showman! And those pipes😍 the man can SING,NOT
31714,"@USER @USER How am I villifying him? He literally did have a 2 hour rant about imaginary bolsheviks and how women should just stop complaining. If you think that is no true wrong"", then well, I got news for you buddy: it means you are as shitty as he is.""",OFF
22069,@USER  A beast? She is certainly not attracted nor amused to do it with one. 0/10,NOT
55113,@USER @USER @USER We could help if you are London based 😊,NOT
67272,@USER remember when antifa was respectable and intimidating??  me neither lmao,NOT
62723,@USER Hey Serena...don’t do me any favors.  Women can take care of themselves.  Just hit your tennis balls and take care of your family.,NOT
30029,6 people shot and killed in Bakersfield and the liberals want to tweet about Gun Control.  Chicago calls 6 people shot and killed a lunch break yet nobody tweets a word.  You can’t have it both ways.  Legal guns ownership vs illegal gun ownership. What’s the real solution?,NOT
28857,Still canny get er somecunt in maga telling us no to go into bananas cos French boys were spiking folks drinks &amp; kerr turns round n shouts fuck it free dunt 😂😂😂😂,OFF
24078,"@USER @USER Revkin spreading IMPORTANT news.""?????????????? Andy sees himself as an INTELLECTUAL 2. This is what us REAL LIBERALS r STUCK with from public figures. Then the FAUX LIBERALS-like ANDY-wonder why we REAL LIBERALS dont care anymore.""",NOT
82457,@USER @USER @USER I'm assuming that @USER is a proponent of gun control.  The argument for gun control is the threat of being shot.  She then goes on to accuse people who open or conceal carry of being scared of a hypothetical fear of being shot.  It's a hypocritical statement,OFF
64837,@USER Eric Holder should be in PRISON !!,OFF
65338,@USER @USER says social housing is good and in the same breath talks of climbing the ladder.   Hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders @USER building their failure of lies,OFF
63141,@USER @USER needs to get over it. It’s been 5 years since he hasn’t played for the birds. Move on already. There is hardly anyone still on the team from when he played with the Birds. He is starting to sound bitter that he doesn’t have a ring,NOT
52142,@USER @USER @USER @USER @USER Lab turned down the deal with LDs,NOT
11264,@USER @USER The gauge potential is the connection on the quantum field as like in differential geometry. and the field strength  tensor is the curvature tensor.,NOT
55571,@USER @USER @USER Antifa JV squad?,OFF
27858,@USER @USER He is also speaking as the other man in the room.   Remember he kept silent and allowed kids to be sexually assaulted....we will call him the Mark Judge in this case.,NOT
91012,@USER Get Violent?  Get?  As if the #Occupy #BlackLivesMatter #BaltimoreRiots #Ferguson #Antifa weren't all Democrat VIOLENCE,OFF
63324,@USER When you said you are gonna add them but u didn’t already 😂😂 URL,NOT
98989,@USER He is so wonderful! I love my grandkids!,NOT
30524,@USER @USER @USER He will blame it on the fact that he is Hispanic of course.,OFF
67694,@USER @USER Only if you want a murder charge. Stealing guns is already a felony. Shooting someone with their own gun is life in prison at best. There is just no way this ends well for whoever tries this. I honestly think this is a troll made by 4chan to get stupid antifa members shot/jailed.,OFF
77415,@USER @USER @USER If he is from AZ I would put my money on sex with underage kids.,OFF
12616,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Amy when Iook at you  think Child of God but also inspring young lady. You showed us that you can conquer  anything  and say I am stronger  than this. God is proud  of you and so am I. Mr. Heughan too. He said in an article what is the big fuss about himself you are the answer.,NOT
14978,Dr. Blasey Ford Kavanaugh #MeToo .@USER .@USER #FemFrauds #MAGA #Maddow #MorningJoe #WednesdayWisdom URL,NOT
15954,@USER @USER @USER You are neither authority nor arbiter. Have a seat.,OFF
77651,@USER @USER I'll go to the original argument that people shouldn't blanket everyone together.   Terrorists = all Muslims  Alt-Right = all conservatives  Both of these are equally dumb. Requiring specific groups to denounce their fringes means that the general populace can't differentiate.,OFF
96441,@USER you are so wonderful Elizabeth...kisses from Italy....,NOT
45329,@USER He will get what he deserves in the Mens prison........,NOT
93942,@USER @USER Of course never cover conservatives,NOT
41358,(I know there are parents among my mutuals/followers and lots of you are GREAT! But I’ve had to deal with a lot who are laser-focused on an outdated idea of what early childhood education should be),NOT
46592,@USER @USER @USER Be there with Bells on 👍✌️❤️,NOT
70858,@USER @USER She is known to be sneaky😡,NOT
66714,@USER @USER @USER @USER So you are ok with the racial epithats that the left calls black conservatives? #bigotry #hypocrisy #walkaway I did. Many have. Dont be blind. You are being a tool for a establishment. Keep resisting the outsider and be for the political elite millionaires.,OFF
54373,@USER @USER I want to prove to him how actually retarded he is,OFF
91642,@USER @USER guys im literally italian and i know what that shit is wtf,OFF
62041,@USER i’m weak 😂😂.. Shit must have been really painful ..,OFF
10540,@USER Blaming Trump for the hurricane is showing his ignorance and hate..if only he were to give his salary to their recovery maybe then he can help,OFF
44864,@USER @USER It's not just Conservatives. Centrists are discouraged with his approach to dealing with trump. USA is our biggest friend protector and  trade partner. Open the markets consumers here will benefit,NOT
14483,@USER You are now a prince before the time that you will become the King. URL,NOT
15790,@USER Hope the tiny anti American fraction of the USA can support those nfl contracts.,OFF
65333,@USER Bring back Alex ... Jack... or Ban NYT too...,NOT
45871,Antifa Caught Off Guard After Getting Confronted By The Last Person They Ever Wanted To Answer Too URL,NOT
16791,@USER He is the AL but If were talking entire MLB I will still take Arenado all day defensively over Chapman.,NOT
49876,@USER @USER Thank you President Trump! ALL of America is benefiting for todays' economy too! And most importantly? President Trump gets ALL the credit! = #MAGA URL,NOT
49515,"@USER Shit like this is why I don't follow @USER  Who me? I'm just stating basic facts.  Totally NOT diverting from the actual point. Just stating a fact.""  You're a phony""",OFF
31933,#PATHETIC #LOSER Only Utah would allow this 2 happen. #WakeUpAMERICA Utah SLC judges liberals  @USER @USER  So sorry #ElizabethSmart ❤ URL,NOT
88918,@USER is the brainchild of @USER - He is playing dirty against @USER and Jen is using her ill gotten money against @USER Mailer linking Nixon to anti-Semitism was approved by top Cuomo aides URL,OFF
56920,@USER Go back to Canada,NOT
73295,@USER He looks just like Fred with a moustache. HA HA,NOT
48035,@USER @USER @USER Please stick to Bakersfield issues and resign from House Leadership. You are illiterate in economics and the Constitution and take too many bribes! #NoSpeakerMcCarthy I’m for @USER,OFF
81817,@USER Privat just means between B XVI and the Cardinal. Agree though he should not be out and about. Should be in seclusion for the 'prayer nd meditation' and only private mass. Nuncio was making molehill into mountain for the Old Guard of conservatives to oust Francis.,NOT
78820,@USER Maybe the reason you are gaining so many subs is because you are a hard working awesome YouTuber :D,NOT
57292,@USER @USER I thought the red hat was a MAGA hat until I saw the maple leaf.,NOT
42406,@USER @USER @USER Agree Liberals will not have a majority but you will see People's Party of Canada in the running your little c party will be lower in the ranks the the NDP.,NOT
48544,@USER He is right though... you do have a whiff,OFF
78895,@USER @USER Several of the western liberals are not too happy with national focus of Saudi.,NOT
99771,@USER @USER you are the worst attorney general ever however you had that in common with Barry Soweto is him being the worst president ever so why don't you just go crawl under the rock with him,NOT
48877,@USER @USER @USER @USER Actually per the rules it doesn’t matter if she even saw the coaches attempts to coach her - she is to receive a warning based on the coaches actions.  It would have stopped at just a warning but as you saw she couldn’t let it go.,NOT
34360,@USER He is back baby. Lol,NOT
35990,@USER @USER Wasn’t this clown running guns?,NOT
91313,@USER @USER thank you for the consideration.....be careful it might be you !!!!,NOT
23065,@USER @USER @USER She is!! Have you seen her tweets lately??,NOT
85134,@USER Stop trying  to make Brandon what he is not and run him. Put in some trip option and sprint option stuff. RUN HIM!! Do some play action out of the option formations. Bring in Book for at least four series.,NOT
61102,@USER @USER Yes. That’s how the liberals do.,NOT
63451,@USER @USER @USER I absolutely agree!! I have tried rallying people on Twitter. Asking them to follow each other. Strength in numbers. I vote. I work the polls for early election and Election Day. I speak with liberals. I forwarded Maxine Walters rants to the secret service.,NOT
92958,"@USER Finally! No more terrible takes of The NFL owners are racist""""",OFF
38387,#MAGA DEEP STATE VIDEO EXPOSED: URL,NOT
94162,@USER I always strike lawyers. I served on a jury (civil) and the jury wanted me to decide the case and kept asking me to explain jury instructions. My take away is that the lawyer may hold too much sway in deliberations. But if he or she is on your side.....,NOT
73006,@USER I have to go over Saturday to “have dinner” no it’s the annual close the pool for the season . Not then big ass round above grounds . They have a huge in ground pool . I know that’s coming . While gore here . And I don’t mind at all . Lol funny Shit,OFF
57356,@USER @USER @USER @USER We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.,NOT
82522,@USER  You were on the same stage as Farrakhan. You total hypocrite. You are pathetic.,OFF
18068,@USER By citizens he means democrat voters...,NOT
29024,@USER How dare you tell me what Antifa is doing is right. They are not fighting facism they are fighting for their own stupid cause. They are further from fixing facism than the republicans themselves,OFF
43641,"23:70 Or do they say, He is possessed""? Nay, he has brought them the Truth, but most of them hate the Truth.""",OFF
55416,@USER O’Rourke tell us Texas citizens how you feel about law enforcement officers 👮‍♀️. Tell us about your immigration plan. Tell us about your gun control plans. Tell us about your tax plans. If you can’t tell us what your views are you can’t be Senator.,NOT
49032,@USER @USER An accusation is not enough. We are fortunate to live in a country where you are innocent UNTIL proven guilty.,OFF
97105,@USER I had to look up who he was. A Bush-Cheney guy. GOP have some strange conservatives.,NOT
55827,@USER by which point the fuckingclass was nearly over... lol!,OFF
78941,@USER Coming from a former AG who should be charged with conspiracy to commit murder in the Fast &amp; Furious scandal. One of the many scandals committed within the Obama Administration.,NOT
49639,@USER How about we rally behind a blue wave and parse policy after. The country is in danger. You are not helping. You're speaking from a place of #WhitePrivilege STOP,NOT
87555,"4./presumably you think liberals,"" are as trivial as women and their complaining. You wonder why Dr. Ford does not want to surrender herself to such a harrowing experience before you all? @USER @USER @USER @USER @USER @USER @USER",OFF
99516,@USER @USER and they will know she is the Lord,NOT
74987,@USER Looks at this! Wow. Our hard earned money 💰used for the liberals extravagant lifestyle. Doesn’t that remind you of the typical socialist government!!,NOT
39256,"@USER The comments below, defending Drug Ford's blatant abuse of power is completely laughable.  But, but the Liberals.  Bias, BIAS I tell you!!!  Must be only the NDP rich downtown area that was polled"".  Ho-man... thanks guys... I needed a good laugh! 😂😂😂""",OFF
70216,@USER It just turns by itself into the wall,NOT
87173,@USER @USER @USER @USER Yes he is! #StopKavanaughNow,NOT
69307,@USER Sure thing😏,NOT
24167,@USER Nothing LEAVE,NOT
26485,@USER @USER @USER @USER Voting for her as well. Democrat I assume.,NOT
73865,1 like = 1 uwu for the Troops! Show your American flag and weeabo pride! #MAGA uwu,NOT
73735,@USER @USER @USER oh!!! she looks amazing thank u!! 💖,NOT
25654,@USER David Dennison might know where he is.,NOT
80255,@USER @USER @USER *Extremistische Idee,NOT
21156,@USER @USER Guess that's why she's settled for being the gag-inducing spokesperson of the commercialized conservatives.,NOT
42557,@USER @USER @USER He is a big lump of —-I agree 100%,OFF
98579,"@USER Wasnt it just recently that john brown gun club got kicked out of a shooting range for being antifa""?""",NOT
97612,@USER @USER The timing is too convenient. She is a paid liar.,OFF
83242,1st thing Liberals and Conservatives want to pass is the TPP trade deal URL via @USER #cdnpoli #tpp #nafta,NOT
57099,@USER @USER Everybody's doin it...#MAGA,NOT
57632,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching,OFF
82582,@USER Uhhh no.  Sadam gassed the shit out of the Kurds (sp?),OFF
56498,@USER The truth will finally get out to Congress and the American people!  That the Dems are trying to take out a duly elected President.  They're running scared. #schiffhead #MAGA,NOT
19138,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER No, I'm 100% sure you're watching right-wingers posting things only. And think you see discrepancies in narratives""?  What I posted wasn't ""approved antifa video"" at all. There's no such organization. What it was was a popular Youtuber examing what Antifa is without any bias.""",NOT
79688,@USER As usual a seemingly and supposed smart feminist thinks she has made sense.. Yen yen yen yen yen yen alone... You just told me rn you are also dealing with another person.. Have you considered maybe you are the toxic one?,OFF
26346,@USER Never had. Let's fuck it up.,OFF
40756,@USER I was definitely drunk as shit,OFF
63761,@USER @USER @USER You mean cheating allegations. Not sexual harassment or assault it was about CHEATING. BIG difference. We all know facts scare liberals. If you are so concerned about sexual assaults you need to shout for the names on the slush funds to be revealed. Until than have a seat,OFF
21017,@USER Had to create a whole fake page just to talk  shit. 🙄 sis is really just miserable #sad,OFF
12785,"@USER I would've chose the headline Why the left loves Bernier"" Personally I could not be more delighted The most important thing in any election is to prevent conservatives from gaining power Just look at Ontario  for proof""",NOT
62787,"@USER @USER @USER And, of course, you exclude all but a select group of (primarily Northwestern) European and a few Asian countries from your any country"" list. Gun control has no positive correlation with lower homicide rates, even within cherry-picked Euro countries. URL",OFF
25847,@USER He won't live long now,NOT
12389,@USER @USER @USER @USER We are so proud of @USER and the creativity she has brought to our students! She is truly an asset!,NOT
69271,@USER @USER Liberals are the worst sexists.  Not all women speak truth especially political activists.  Try judging the veracity of the allegation by evidence instead of gender.,OFF
39748,@USER @USER Ah yes just get a better job. You realize the majority of new job growth is in service industry? And with how expensive student loans are college is less and less realistic for people.,NOT
10507,@USER @USER @USER @USER LMAO! You are still butt hurt that your loser Hitlary lost. Love it. See you at the polls in 2020 Bucky.,OFF
13278,#Mueller #DOJ #FBI #CIA #LawEnforcement #PoliceState   Proof all law enforcement are paramilitary goons for the communist leftwing #DNC &amp; will do anything to solidify their grip on power.   Conservatives should seriously question their support of police.  URL,NOT
22126,@USER Cmon Eddie. There is no reason at all for you to be so rude. If I recall you are always begging for her back when you guys stop talking. Stop trying to make it seem like she’s a horrible person and you’re this amazing guy...lmfao,NOT
39364,@USER Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.,OFF
35560,@USER @USER @USER The conservatives are finding this pill very hard to swallow.,NOT
53293,@USER Keep doing your thing. I’m just sitting back enjoying URL,NOT
81242,@USER @USER @USER @USER Theresa May isn’t nice,OFF
16462,@USER @USER Conservatives only care about democracy when it's their opinions and so called racist rights are in jeopardy. Anyone else they don't give a shit about. It's sad.,OFF
14770,@USER Please Confirm Kavanagh ASAP! He is a fine choice! Don't let the liberals derail his nomination to the SCOTUS!,NOT
10670,@USER Holy fuck I’m so sorry someone violated your trust like that,OFF
78885,@USER @USER Look at us we are just so full of ourselves an so narcissistic we can't realize our time is just about up .,NOT
82004,@USER @USER @USER @USER His promises should be taken with a pinch of salt. @USER often lies and spreads misinformation. If elected I doubt you would see ANY promise honored. He is not an honorable Guy.,NOT
97197,4. But I have to called an hotel to send a shuttle to come pick my mother who is sitting at @USER terminal at the airport with their agents.  5. I reminded them that she is a wheelchair passenger who cannot speak English. How will the hotel find her?,NOT
97695,@USER EVERYONE should know about this.  It's about time we called out these violent liberals that have gone so far off the deep end.,OFF
41003,@USER I think Jack is busy right now pushing the feds for their share of the $100-million museum project. Waiting for Liberals to suggest only they can deliver federal dollars.,NOT
24337,@USER He wants to be the senator of North Mexico.,NOT
26274,@USER Liberals be like URL,OFF
16868,@USER I've seen these big chairs but the look on your face and the pose makes me laugh. Somehow I believe that was all purposely orcastrated by you Boots! You are so silly,OFF
72409,@USER The whole of the media in this country sets out to discredit Tommy and you decide to write a criticism about him as well. Pathetic. We know he has his faults no-one is perfect but save your attacks for the likes of Corbyn and Antifa. If you don't like Tommy stay away from him!,NOT
34257,@USER Self defence is justified but that is not what Antifa does is it!!!,NOT
17643,@USER @USER What an incredibly odd little man he is.,NOT
51995,(((Conservatives))) are enemies of whites! URL,OFF
72732,@USER Lol I'm sure Paul manipulated people last season and we called them followers cuz they saw the threat and didn't do anything..Kind of what Kaycee &amp; Angeela are doing this season..They both wanna take Tyler all the way knowing how much of a final 2 threat he is..That's following,NOT
58424,@USER Hollywood is so out of touch.,NOT
58104,@USER Hey Biden.  There is a reason why hard working Americans will NEVER TOLERATE YOU OR YOUR CAREER POLITICIANS AGAIN!  #MAGA THANK YOU TRUMP,NOT
79560,@USER It is a suicide mission if they don't put him on the bench!  Standup for #justice and I don't mean the warped sense of justice preached by the liberals.  Get 'er done! URL,NOT
74733,@USER @USER The same way democrats have smeared conservatives/republicans?   What about how democrats don’t stand up for the women that have been sexually assaulted by democratic politicians!! You’re a hypocrite &amp; you need to SHUT the HELL UP!,OFF
52881,@USER This sums up what's happening across the pond. It is what the #MSM hides in America.  #MeToo  #MAGA  #KAG2018,NOT
82871,@USER Oh stop. U r only defending him because u r both conservatives. If I liberal had been accused u would believe the women right away. Go yell at someone in a toll booth and spare us all please.,NOT
52028,"@USER @USER reading when the letter doesn't say that they know Ford. Unlike the Kavanaugh letter where the women say they do him. The left wing"" liberals aren't threatening this woman's life.""",NOT
24276,@USER He is truly dumb as shit.,OFF
46596,*hugs Milo* He is mine now and you cannot have him back. &gt;.&gt;,NOT
10834,@USER Charged for false charges?  Why not?,NOT
25397,"@USER He lets her ramble on for a bit, smiling and admitting to himself that this is why he likes having Kate around. She is definitely a younger version of himself. Pretty sure they done did the do.""""",NOT
40352,@USER do you have run support data? I’m guessing Nola has gotten more. Everything equal I go with wins but his season is just so good I think he is the exception.,NOT
70272,@USER @USER Williams displayed her bad tempered side to the world and it is something she will probably always regret. I would say to her be ye never so high that you believe you are above the rules.,OFF
32082,@USER @USER She is an opportunist. She wanted a cabinet post but Liberals rightly decided she wasn’t good enough for the task. She crossed because Conservatives promised her one. She is a person with no core beliefs. She is not credible and not to be trusted.,OFF
82272,@USER @USER This is just more proof @USER are beyond unhinged and should never ever have power in this country again. #WalkAwayFromDemocrats #WalkAway @USER @USER,NOT
62740,@USER @USER When they go low???@USER @USER @USER @USER @USER,NOT
33714,@USER @USER The US Open has treated her poorly with the whole controversy over her outfit.  Bottom line is she was treated differently because she is a women of color and this would never happen to a man.  The USTA better soon recognize that she IS women’s tennis and act accordingly!!,OFF
52389,@USER SEE I TOLD YOU!!!!!! SHE IS DESPICABLE!!!!!!!!!!!!,NOT
25981,@USER Fear monger. Fake rage.,NOT
51390,@USER @USER Are conservatives starting to sound like my relatives on Facebook or is it the other way around??,NOT
29481,@USER I’m finna say fuck it and get a crispy ass jogging suit😂😂,OFF
61547,@USER @USER @USER Women + Liberals.  Nuff said.  Kavanaugh to be confirmed next week regardless of these desperate games.  Game over.  #MAGA,NOT
39784,@USER @USER WHOS  SICK  OF  INTITLED   RACISTS?,OFF
94856,@USER Fuk this fat cock sucker,OFF
96951,@USER And you KNOW he is probably saying the softest things and yet he looks like THIS: 💁🏽‍♀️🌚🌚🌚🙈 WHAT IS THE TRUTH?!,NOT
71179,@USER @USER What you are saying is simply untrue.,NOT
