id,tweet,subtask_b
75284,@USER Just because some flaky pink hat wearing woman says so? Try again. Where’s the police records and the like. Tired of liberals thinking they can lie to ruin someone’s life because they don’t like Trump,TIN
98054,"@USER @USER @USER @USER @USER @USER Good luck with that! I dont follow along with fascists like the #resist movement and their apple and google overlords. I know what happened in ww2 and its the rhetoric they use that put us there. I dont need a GOD"" to see the hate spewed from #Antifa and how that is wrong.""",TIN
89258,@USER I support your fight for justice and to hold those responsible accountable. The hypocrisy is beyond any moral standard. Where’s the outrage. Yet they hide behind the vail of gun control and leftists propaganda beginning with @USER @USER Shame on them.,TIN
98324,@USER Because you are 💩,TIN
86871,@USER @USER Sorry to say but you are ignorant and should not tweet something without some research. Some of the ones that were arrested were seniors. They are all people that care enough about what is happening to go out to have their voices heard.,TIN
51015,Bias Blockers: The New Glasses Made for #MAGA Racists and Homophobes — WATCH URL URL,TIN
30219,@USER Gutierrez: People Died in Puerto Rico Because Gutierrez is a racist Hispanic.,TIN
38450,@USER NANSBABH BITCH STFU,TIN
75964,@USER 25th amendment ? Comey and Mulller with a  half roll of duct tape should be sufficient ..... just get the sorry sonofabitch away .,TIN
13049,@USER @USER Sleazy and greasy!!!,TIN
36907,@USER @USER @USER Please take John Harwood's pen away.  He is incapable of unbiased reporting.,TIN
94898,@USER That shimmmy— ok ok ok. You are that bitch. Lmao jk,TIN
50874,@USER Crazy freaking liberals,TIN
12490,@USER @USER @USER ARE YOU FUCKING SERIOUS?  I AM ITALIAN!  TALK TO MY FATHER WHO WAS BORN IN SICILY OF YOUR RIDICULOUS NOTIONS.  YOU'RE AN IDIOT!  Why do you think the left as Antifa?  STANDS FOR ANTI-FASCISM!  DICTATORS ARE RIGHT WING!,TIN
85051,@USER @USER @USER The most ironic thing is. The dems hasten their own demise while empowering their executioners.   Do they think once this monster is unleashed that it will not turn on them first?  #MAGA #WWG1WGA Written by Antifa terrorists 👇👇👇👇👇👇👇👇👇👇👇👇 URL,TIN
12670,@USER @USER You are a liar Ed. You have always been a liar. The people in Puerto Rico lives in squalor. Govt officials hid supplies sent. Miss reported death toll due to hurricane. Stop lying!,TIN
46362,@USER On reflection if you meant 12.47 am you are indeed fucked,TIN
64664,2 hours at midnight and she said she is not a call girl?  -Awkward!,UNT
21487,@USER Get that shit off my phone Bono - I’ll never forgive you,TIN
74575,@USER @USER Endless Dreg here...😀😀😀😀@USER 🇺🇸🇺🇸🇺🇸#MAGA    &gt;&gt;&gt;&gt;&gt; @USER &lt;&lt;&lt;&lt;&lt;&lt; Pervert supreme of society,TIN
25913,@USER Did this happen when she played her sister? “Mom!!!! Serena beat me over my head with the tennis racket again.”  “ Now. Now. Mommy will bake you some cookies and tell you how your sister is marginalizing your existence.”,TIN
50275,@USER Look at how shamelessly liberals lie to destroy a man's life...,TIN
41368,@USER Shocking.  Consider most of the country wants smart gun control. Not the Wild Wild West like you espouse.,TIN
97189,6. She's a fucking icon. a legend. a genius. THAT BITCH.   SHE IS QUEEN.  👑👑👑👑 @USER #NickiDaGOAT URL,TIN
67963,@USER @USER @USER He is awful. And so smug.,TIN
29684,@USER Actually it seems more specific than that. It appears the CBC is saying opposing gun control is the same as covering up child molestation in the catholic church. WTF??,TIN
18445,@USER Consider this source ... @USER is a supreme ass kissing douche bag.,TIN
15001,@USER Everyone in Washington including John Heinz is being uncovered as the corrupt elites they are...Like cockroaches running from the light.,TIN
87655,UPDATE Chuck Schumer’s Steamy Affair With A High School Cheerleader Conf... URL via @USER Well someone said it so it must be true! ChickSchumer should Resign #Kavenaugh #ThursdayThoughts #FridayFeeling #DemDirtyTrick #MAGA #Resist FBI should Investigate,TIN
80694,@USER @USER Dr Merck just following orders. Abysmal little pharma troll he is.,TIN
69136,@USER @USER @USER He is such an arrogant creep... believes he is God’s gift to Politics,TIN
77585,@USER @USER Democrats gun control and mass shootings data determined to be FRAUDULENT.  Democrats are liars once again.  URL,TIN
91767,@USER @USER @USER @USER @USER I think #AltRight is going to burn their jeans next ...  URL,TIN
81906,@USER Fuck me daddy,TIN
28774,#deepstate @USER @USER @USER @USER @USER you are going down! #MAGA #RedWaveRising #redwave #WalkAwayFromDemocrats #WalkAway #WalkAwayMarch  make this viral URL,TIN
88741,@USER All that shit was hers URL,TIN
50443,@USER Yeah we do legitamately need better mental health treatment in the us (not to say that's a replacement for stronger gun control),TIN
26490,"@USER @USER @USER @USER Also cancel school debt"" is the most stupid of all of her ideas. And far left idea of free college is bigoted idea. No wonder conservatives call us ""elitists"". Who is going to pay for technical/trade schools 4 those who are not ""book smart""?  Crazy!""",TIN
32463,@USER I’d rather be buried alive,UNT
26624,@USER @USER NO REAL AMERICAN WOULD WATCH THIS CRAP,TIN
67824,"@USER Open a Case"" 4-this:  John Kerry: ""Obama &amp; I *KNOWINGLY  *FUNDED *TERROR""  55 BILLION $$$ With a ""B"" !!  God bless Trump #MAGA #KAG #DeepState .. (FULL LINK: URL .. URL",TIN
28829,#qanon LIBERALS ARE LIKE MONKEYS THROWING THEIR OWN SHIT AT EVERYTHING,TIN
73607,@USER @USER @USER @USER You forgot to tag your Bulletproof bullshit mate @USER .  You got sucked into the vortex Tom and now you are drinking all the koolaid.,TIN
75575,@USER @USER @USER @USER @USER Only people that own guns get a say on what to do about gun control.,TIN
47621,"@USER Authoritarianism is terrifying and destructive. Right now the Conservatives are authoritarian neo-liberals. Fascism is right wing, not left-wing. Centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"" is unpopular.""",TIN
61091,@USER @USER And what do you think Ron desantis is going to do for you? He's probably in the back pocket of the NRA!! Good luck getting anything done as far as gun control because that is what we'r seriously need as a country! We need tougher background checks at least!!,TIN
26424,"@USER @USER @USER That's a black referring to a group. Markedly different from affluent white people calling Ben Carson or any other prominent conservative that term. I'm thinking more of stuff like this:   URL  Antifa n word"" is quite a fruitful search.""",TIN
34819,@USER He is phony and opportunist. Look at the millions he is making out of gullible people. Lets see if he donates millions he has to help his hometown. Oh well its people’s money they use. Their money is untouchable,TIN
73021,@USER Conservatives just keep doubling down on being terrible people.,TIN
30213,@USER The funniest thing about her is how easily triggered she is!!! Well that and how ugly she is,TIN
59696,@USER @USER Bet Ford is a part of antifa and the Berkeley gang,TIN
39851,@USER @USER @USER Candiace. She is trash.,TIN
49736,@USER @USER @USER @USER @USER @USER &gt;comparing Antifa weaklings to WWII soldiers,TIN
87479,@USER Clown,TIN
10087,@USER Gorgeous! And those tits are KILLER! ❤️,TIN
98679,@USER We in this bitch together 💁🏽‍♂️,TIN
85983,@USER At least he's not a coward like you.  What's your platform?  Where's your donor list?    #BernierNation It's time conservatives did the right thing.,TIN
20802,@USER ANTIFA? As in anti fascism? Damn who wouldn't want that in America? Maybe our ancestors who fought the nazis in ww2?,TIN
42541,@USER It’s a disgrace and @USER are in danger of imploding if they don’t remove @USER,TIN
43434,@USER I SAW IT but mi*rosoft sucks at translations,TIN
36244,@USER Gitmo could resolve Holders issues along with all of Obama’s Clowns,TIN
93181,@USER @USER @USER @USER @USER @USER @USER @USER You know you're a racist monkey huh?  I'm sure you know what you are a piece of trash.  I never hear these pieces of horse shit speak the truth only their racist lies.  Bitch boy it's ABOUT THE RACIST COPS KILLING UNARMED BLACK AND BROWN PEOPLE!!  THAT'S THE FACT.  ASS CLOWN!!,TIN
31958,@USER Start with explaining why you think he is stupid rather than writing a question looking for attention.,TIN
54209,@USER can't fucking believe it.,UNT
87552,@USER .@USER your the perfect example of why Americans despise lying liberals. Disgusting,TIN
84029,@USER Come on CNN.  He literally introduced himself.  The guy is a public figure for gun control.  Call him out!,TIN
35989,@USER ur a fucking dumbass fr. there’s no way she is anyone else’s 😂,UNT
89422,@USER @USER Quick Preview Summary:  Blame Democrats Blame Obama Blame gun control Blame blacks (passively) Blame Democrats,TIN
77406,@USER Your so correct! Liberals r so easy to figure out! Make America great again  Get rid of All liberal Woman,TIN
64887,@USER @USER @USER Move to North Korea where you will find all the oppressive authoritarian gun control you want. Any one of these other countries with low gun ownership should work for you too. Good luck! URL,TIN
49221,@USER    What the fuck was that dildo rider antifa fuck going on about?,TIN
73044,@USER @USER Bill Clinton enjoyed raping them while Ted Kennedy enjoyed killing them. But you are cool with that.,TIN
65680,"@USER Yes, Joy @USER ?....  You were about to say Six-and-a-half years?"" Because that's correct, you sociopath.  You are ""stuck with this @USER ,""  f o r  t h e  n e x t  SIX-&amp;-ONE-HALF-YEARS.   #MAGA2KAG @USER  🇺🇸 #WINNING""",TIN
87033,@USER She should start kneeling before matches and talk about how oppressed she is.   Its getting deep in America with all the BS the liberal nuts are throwing up,TIN
64273,@USER I thought it would be worse. I thought they would be shooting liberals in the streets by now.,TIN
95495,@USER minus well keep him how he is bruh,TIN
42837,@USER @USER @USER @USER @USER The only difference is how many parasites it has feeding off it you mean?,UNT
38360,@USER @USER Fuck that a bitch needs to have more class you cant act a ass because someone liked a tweet about you it dont matter who you are! #nyfw is not the place to decide to be about that life and run up and throw shoes. What Cardi Did wasnt the issue WHERE it was done was the issue!,TIN
50999,@USER @USER @USER You forgot the sarcasm tag kid. Some people are ignorant enough to think you are serious,TIN
37859,@USER @USER @USER @USER  UK Polititians are a special breed of FILTH!  They get together and vote that their Expense and Sex Crimes (paedophilia) remain secret and then declare child abuse documents remain secret due to  National Security  Nothing to do with National Security,TIN
70290,@USER no she was mumbling i couldn’t hear shit she literally spoke w hand signs,TIN
33731,@USER hell0! What a beautiful sight seeing the antifa scum getting beat down and arrested!,UNT
94120,1. If your company does it - your company sucks. 2. If you don't know how to bypass beat it - you are a sucking cuck :D,TIN
70164,@USER @USER @USER Well that's going to send the fake makers of main stream media and the left liberals and the powers behind them nuclear. Amazingly powerful world changing moment in humanitys history. #qanon it's everything we've been told to expect! #WWG1WGA #MAGA #MBGA,TIN
76440,@USER @USER @USER It was a disagreement between a fucking umpire and a player! It was not abusive!,TIN
11623,@USER I've seen people with some the most beautiful (not to mention original) art i last my eyes on. but only have 70 followers because they get buried by half-assed bullshit. all because they're not pals with someone popular,UNT
59070,@USER Leona Alleslve was the weakest link in the Liberals. She is the last thing we need during Canada’s NAFTA negotiations.  Its a good thing she is out of our military with her Traitor tendencies. Get out of Government too.,TIN
20983,@USER Can this guy get any lower?  One of the dumbest people in our country!  How did anyone in Arizona voted for this idiot?,TIN
32568,@USER @USER I continue to be concerned that our country’s gun control laws are not good enough to protect our children. I will only vote for the party that is willing to address this issue.,UNT
15947,@USER She is wortless why is she not checked out by secret service she is irresponsible in trying to generate hste to have somone kill thre president,TIN
51499,@USER Eric Holder is guilty of killing a border patrol officer!!!,TIN
52204,@USER @USER @USER @USER @USER @USER She is too busy patting her hair to realize her Tweets are comical but in a stupid kind of way.,TIN
86981,@USER @USER She is a liar and probably on Soros payroll,TIN
77139,@USER I do but it can be done with out looking like a nazi bigot. We have to stay true to the people and change the minds of the left.. I know you aren’t a bigot I followed you for a reason and it’s because you post stuff that I like this one time I feel you are feeding the left the,TIN
46709,@USER Establishment turd 💩! Conservatives have a much better memory than liberals!! We don’t have eyes full of hypocrisy blinding us!! URL,TIN
38954,@USER @USER This is a blatant threat by #MadMaxineWaters ginning up the ANTIFA base I smell more violence #WakeUpAmerica URL,TIN
34157,@USER Another crazy liberals,TIN
82930,"...We can no longer sit on the sidelines and remain silent on this issue."" - Chip Bergh, chief executive @USER   This is what #PeopleOverProfits looks like. 👏 URL",TIN
66781,@USER @USER Liberals want Bert and Ernie to be gay.  WTAF.,TIN
19249,"@USER @USER @USER You are absolutely correct! But your question would be better directed at the LIBERALS in Congress, the ones that make conflict Big Business"" it's all about money &amp; power!""",TIN
70910,@USER FINALLY HOLY SHIT YOU ARE FINALLY READING THE GOAT,TIN
35817,@USER @USER Who appointed you the spokesman for the people at Lake Norman. I Guess you interviewed every person at the lake and it a unanimous poll against President Trump. NOT LIKELY. You are like most liberals who try to speak for everybody,TIN
28483,"@USER My favorite part is where left leaning people say we should believe all accusations at face value when it comes to sexual misconduct but not when it comes to Keith Ellison. Also I'm a Buddhist who's skeptical, thanks for adding to the all conservatives are Christian"" stereotype.""",TIN
83788,@USER @USER Liberals are using a sexual assault claim as a political tool. Let that sink in.,TIN
39490,"@USER @USER @USER Whenever conservatives lose a court ruling, they bitch and moan about activist judges or agenda judges."" Whenever anyone else loses a court ruling, they accept that they lost a court ruling. Conservatives are whiny babies.""",TIN
24698,And there we go ... so according to the MAGA believers kavanaugh  couldn't have attempted to rape Dr. Ford because her lawyer made a donation to @USER . Idiots URL,TIN
45000,@USER @USER @USER and u know what u trash too for being more worried about blaming and shitting on ariana for a death she’s not responsible instead of mac.,TIN
90338,@USER She is so fake,TIN
79422,@USER This MAGA would spend more than you &amp; your homies together....Now stop ya whining...,TIN
16579,@USER Research: The racist history of gun control.,TIN
16051,@USER Exactly... they're all bitter,UNT
43188,@USER @USER @USER That's why what she did was an ANTIFA style attack. Abusive method meant to bully opposition into silence for control,UNT
62650,@USER Figures! What is wrong with these idiots? Thank God for @USER,TIN
33048,@USER another judge that first blames the tool then wants to make them dangerous to the legitimate user guess we know wher he is on gun control OUT TO LUNCH  your honor sir!,TIN
64836,@USER @USER The burden of proof is on Ford. She should put up or shut up. She is not credible by any stretch.,TIN
63219,#Liberals have destroyed #California just like they are attempting to do to the rest of the country. #Radicals don't belong in any area of our governments.  Grown ups belong there. URL,TIN
39162,@USER fucking liar she was happy to play kate nash when you asked her,TIN
20892,@USER IM SAVING THIS GOOD SHITTTT,UNT
42335,@USER Liberals are full of s#$t when they say they have alot of love to give!  They have become the devils minions.  No one will prayerfully vote for their socialist agenda!,TIN
78420,@USER Disgusting.,TIN
69534,@USER Hahaha the goofball is losing money and is still to dumb to know why..,TIN
38374,#cancelsouthpark They were liberals when you were still suckin' on your momma's titty at the other woodstock.,TIN
89954,@USER @USER @USER It started with Cameron and May is even worse. She is not a Conservative!,TIN
12391,@USER @USER You are just another liberal pawn used by the democrats in an attempt to derail Kavanaugh’s confirmation. I don’t believe a word of it. You and your liberal friends are an enemy of the state. Just leave America. We will be better off without people like you. 🚫Liberals,TIN
91941,@USER I'm telling yeah she is leading Steve on...   look howa she always likes all Steves tweets.    What a hooch,UNT
52776,@USER Fake Queen!,TIN
43389,@USER @USER You religious conservatives need to stop trying to shame women for expressing themselves.  It's disgraceful,TIN
52773,@USER Mmmhm I heard you from down the street gave me a few extra seconds to get my shit together😂,TIN
79353,@USER Why aren’t you speaking out against the injustices that are still occurring to the Windrush generation/black Britons whose records Theresa May destroyed as Home Secretary and whom now she is deporting as prime minister? #InstitutionalRacism,TIN
75067,@USER Why don't you say he knew those emails were approved to be released.  He knew he could release them.  His grand standing got called out and his theatrics are unbecoming of a US Senator.  Call him out or you are FAKE news just like @USER calls you.,TIN
42250,@USER @USER Surely he didn't do anything to damage Veterens Affairs?  If he sullied a reputation it was another department?,TIN
40963,@USER It was a nail biter,TIN
18787,@USER @USER If Trump wins 2020 and growth continues will the crazy liberals still be thanking Obama 6 years from now.  Of coarse the will because when the argument is lost all that is left is too dispute the facts.,TIN
63941,@USER Another INSANE O.. appointees.. AMOUNTING TO NUT N.. JWB.. the next ONE    Could be real famous.. former..first BLACK president.. OR former first BLACK lady... JUST SAYN IT...and FREEDOM OF SPEECH... r my Am O!!,TIN
85190,@USER @USER @USER @USER @USER Evolution. An evolution we helped to enact.   #Brexit is economic and social suicide.,TIN
32729,@USER @USER @USER Lol only ones I see attacking anyone is your crybaby liberals,TIN
54449,@USER @USER Why are you wasting time replying on twitter (trolling) on behalf of people making under that amount?  Seems like someone is just a propaganda pusher...or likes gloating to other #MAGA's that they got screwed by Trump. URL,TIN
47338,@USER Hahahahaha-sure-She’s just a Spoiled Brat-and goes berserk when she’s beaten-,TIN
37020,@USER He is repulsive.,TIN
60912,@USER @USER He is desperately trying to deflect. This is what Jordan &amp; Nunes have been wanting. Trump doesn’t care who he endangers. Fck tRump,TIN
51181,@USER Ohhhhhh I cried BIG crocodile tears the first time my daddy called me a bitch😂 took it on the chin like a champ but ran to my room to cry just like a bitch💀,TIN
23809,@USER it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat,TIN
92371,@USER @USER @USER New gun control laws are a waste of time &amp; energy which is better spent holding these worthless politicians accountable for their REFUSAL TO ENFORCE CURRENT LAWS.  Why create more laws they will never enforce?,TIN
45657,"@USER @USER @USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I can't say for sure because I've never actually spoken to someone who's like Yes, hockey should involve more punching people"" but.... yeah it seems bad""",TIN
90875,@USER You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're human. FUCK YOU!!!,TIN
38952,@USER @USER  You are pathetic!,TIN
47922,@USER Bad gun control seems like. Missed his brains.... bummer!,TIN
92887,"@USER @USER @USER @USER What you're doing is so irresponsible &amp; I believe that ur smart enough to understand how evil you are. If the FBI or JD had some plot to thwart DT, all they had to do was leak"" to the press that he was being investigated. They DID NO SUCH THING. U know you're wrong, that's evil!""",TIN
82359,@USER @USER liberals are kinda the worst,TIN
70000,@USER @USER Why do liberals preach gun control but go and get stupid with guns?,TIN
11581,@USER @USER @USER @USER @USER This is the violent liberal ANTIFA party! NOW they try to convince us they they have a heart?  And some woman is knocking our men.  There's go around with KKK hoods beating up strangers &amp; wrecking our towns. Most violent corrupt party ever.,TIN
61334,@USER You’re not a proper country girl if a bit of mud puts you off!,TIN
73553,@USER Moore just got Don elected again. Liberals never learn. He’s more unlikable than Trump,TIN
63657,@USER These cowards ain't ready.. #MAGA 🇺🇸,TIN
53622,"@USER @USER @USER I didn't see the referred to TV segment, and I don't support the response, but It is very easy to see how you, as a race baiter, can bring out the emotions you are trying to elicit. It is unfortunate that UR willing to sacrifice Black people to make you such a big man"".""",TIN
36424,@USER Niggas say anything,TIN
68552,@USER but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.,UNT
25291,@USER I see. It's a damn shame how delusional he is. He's gotta be the worst. Even more than those Boston Ben stans,TIN
93400,@USER Deep corruption in the Puerto Rican government is the cause for the ppls misery. Billions sent &amp; you don’t have the foresight to harden &amp; secure the power system on an island that will most likely get hit again. This is the Puerto Rican’s government ms fault.,TIN
55579,@USER Such a liar. Anything Trump says to Mueller will be deemed a lie because THREE dishonest LIBERALS collude to lie &amp; Mueller will elect to believe them over the truth. Do you really believe Trump OR THE AMERICAN PEOPLE are stupid enough to fall for that? We're not as stupid as you.,TIN
93827,@USER shit!! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!,TIN
40430,@USER she is uncultured,TIN
58099,"@USER Also she's thick as shit despite her posh brainy voice"" on QT when the ""refugee"" crisis was at it's peak,she said they should come in because there may be surgeons &amp; dentists amongst them.Fecking leftie lunatic.#ScruffBag""",TIN
95400,@USER Just keep saying FAST and FURIOUS! Holder the man that planned gun control by handing out weapons to criminal cartels... Sounds like a great guy to run a justice department because he will work with ANYONE including criminals to fill his OWN AGENDA instead of that of the people!,TIN
21763,@USER Funny shit,TIN
43448,"Trumpism"" is going so well you along with all your liberal friends felt the need to try to trash it! People aren't stupid as you suppose. #RedWaveRising  #MAGA &amp; #KAG2018 URL",TIN
67127,@USER @USER This Soros guy needs to be investigated. He's been kicked out of other nations &amp; here his name keeps coming up with all these anti-American groups. Finances Antifa. Pays folks to act crazy at Trump events. I know he is against our sovereignty. He hates our Constitutional rights.,TIN
71845,@USER All this tape proves is that @USER was always out to get a paycheck and to sabotage the one person who actually gave her a chance.  Who tape records conversations in the White House??? Only someone looking to sell it later. She’s a snake,TIN
23862,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I'm sure it's just all Democratic political pay for play,TIN
36200,@USER just censored the @USER #Qanon merchandise. Really Zazzle? Meanwhile communism and Antifa merch are allowed on your site. The constitution of the USA means nothing to you? Well done. @USER time to take our merch elsewhere. #WWG1WGA URL,TIN
46933,@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.,UNT
33983,(Albert)  Conservatives are spreading the lie Anderson Cooper faked a hurricane... URL,TIN
53137,@USER The persona that you project masks your insecurities. You are hurt and disappointed. Politics is a dirty business. Move on and make a difference.  Hillary lost because too many people sat out the last election. Get involved in displacing Devin Nunes and or Duncan Hunter in Calif.,TIN
54970,"#USA (I feel your pain, even while I profit causing it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi kids (sanctions '90's) under his belt URL",TIN
67009,@USER I think it's more of a choice for ppl to stay hooked on shit,TIN
83491,AntiFa fascists and Socialists are one and the same......time to respond ! URL,TIN
89952,"@USER @USER @USER @USER @USER philosophically speaking, can a hippie, crazy cat lady who supports antiFa still be called a fascist""? literally asking for a friend who's a constitutional ""scholar"".""",TIN
39369,@USER @USER @USER When we Satan call him home #Soros.,UNT
65778,@USER @USER Indeed Americans need more gun control which means hitting your target. Can never have to much range time. ☺😊,UNT
38416,@USER @USER @USER No. But I am. You are hilarious. Not in a good way.,TIN
35819,@USER She is doing a crap job of running this country and that idiot can’t supply the country with an alternative opposition as long as he is running the Labour Party,TIN
50661,@USER And pedophile Podesta still on with his Blue Check Mark account. 🤔,UNT
16707,@USER @USER @USER @USER Mob death threats?  Has Antifa turned on her?  Maxine Waters?,TIN
26243,@USER What was an abuse of power was all the crap you and the Hussein gang pulled off.  Your big contribution was the Fast and Furious caper to bring in gun control in strict contravention of the 2nd amendment.  But don’t worry.  Justice is coming for you and Barry’s band of outlaws.,TIN
16645,@USER Sounds like hot lesbian sex to me.,TIN
34584,Baaaaa baaaaa...that's the American sheeple who prove Roger Goodell right: The #NFL CAN do whatever it wants and you'll take it because you'll NEVER give up the NFL. Baaaaa baaaaa.  URL @USER #QAnon #MAGA #WWG1WGA #FreeAlexJones,TIN
34790,@USER shit ain’t gone work bruh URL,UNT
66090,Really # MAGA  VOTE TRUMP 2020,TIN
80291,@USER Fairness?? What about being fair to the democratic process of this republic??? All this is a sham to delay the vote. Shameful.  #DrainTheDeepState #DrainTheDeepStateSwamp #maga,TIN
85742,@USER He is a disgusting anti 🇨🇦 traitor!,TIN
67020,@USER I have irresponsible sex but I at least know my partners.  (Benefits or being snipped),UNT
24129,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER but there is also many videos of antifa attacking disabled and old people if you want to see them victors ( spoiler on disabled attack three on one antifa to disabled vet),TIN
88225,@USER and it's funny as obama starting talking about gun control shootings started happening. Correlation-definitely so.,TIN
95430,@USER so we load into illios insta lock torb immediate flame in all chat moira  do not win a fight all game constant shit talking between a team mate and one of their team still have a torb im fighting a doomfist help,TIN
29022,@USER Acting like an ass is not a good view.,TIN
60824,@USER Holder is responsible for selling guns to the Mexican cartel. Just another Obama administration law breaker.,TIN
42371,@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit,TIN
95412,"@USER @USER The reaction from some conservatives was swift and appealed directly to male fears and male interests.""- if men, after 50 years., can come forward about priests' sexual assault ,why can't women,especially if the person accused is going to be SC JUDGE &amp; stay on forever""",TIN
92679,@USER @USER The problem is Trump is playing the Dems against the Repubs and he is neither.  Trump is an authoritarian.  To Trump there is no leaning.  His goal is to conjure up hate.  He has been part of America’s under belly his whole life and brought it to the WH.,TIN
26528,@USER @USER @USER Nasty a$$ Liberal sheep...you are prime example of sheeple with NO BRAIN.,TIN
89277,@USER @USER @USER @USER @USER @USER What kind of dumb shit am I gonna read next,UNT
10189,@USER She is a vile rat of a woman.,TIN
54722,Captain Maga getting slandered? And it wasn’t from me? Damn. URL,UNT
43312,@USER @USER I wouldn’t trust Chuck Schumer ever. He’s a liar and the president doesn’t trust him either.,TIN
79531,"@USER @USER @USER Still shoveling shit"" for Trump?....What kind of woman supports a liar, racist,  pussy grabber?....that's what kind of woman you are.""",TIN
10309,@USER Be ready!! Be prepared!! Because the trump administration isn’t going to do shit if you get hit!! Well.. if it’s a white county you’re good.. lookout Randolph county!! Hide yo kids!! Hide yo wives!!,TIN
51521,@USER I do not need a female packing a weapon for my protection. Not my kind of girl. If you need that much protection You are in the wrong place.,TIN
59639,@USER @USER Hope you're right about that last part. But I've learned it's pointless to underestimate the stupidity of TX conservatives.,TIN
15135,@USER They're still building and hiding nukes but yeah your pops got played like the udiot he is.,TIN
32438,"@USER And, he proved that all the gun Control"" LAWS doesn't stop anyone willing to break the LAW. He could have just as easily shot a colleague or student.  Or, several.  LAX enforcement of existing LAWS and Criminal Minds ignoring laws are the REAL problem.  But, DemocRats know that.""",TIN
32201,@USER He schools read a ammo box warning label...,TIN
87003,@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL,TIN
37263,@USER Again she is the GOAT at HER SPORT but of all athletes ever? Absolutely not,TIN
33057,@USER Awesome Agree Yeah man Preach Wait... what did i just read? Oh shit,UNT
78611,@USER @USER @USER @USER @USER @USER So the first thing you do is put the black guy up and call out that we are using the race card. Shows how racist you are. Maybe put a Latino or woman up next.,TIN
26674,@USER @USER I'm sorry but damn she is hot af,TIN
50260,@USER @USER @USER Race has nothing to do with it.  Either you are fake MAGA or ignorant either way you are now blocked.,TIN
12935,@USER @USER  BRUH THIS??? LMAOOO,TIN
98793,5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Shame on the conservatives! What kind of party creates chaos during an election? Rather than working with their citizens to create a healthy economy? @USER #ONpoli,TIN
37582,@USER the only thing i know about gun control is how to have great aim.,UNT
62585,"@USER @USER @USER I purposefully had my damsel"" be a bit of a badass. She is saved by the protag, saved by the third party member, and sticks her neck out to save their hind quarters just as often (if not more!). Sure, she may have ulterior motives (*evil laugh*) but she's still pretty kickass!""",TIN
84737,@USER @USER @USER LOL!!!  Now will they BURN those?  And will they remember to take them off first? One guy didn't.  And to burn them OUTSIDE so they don't take down the house as one guy did?  Wait until they find out Levis is now pushing gun control. Nazis marching in their tidy whities?  Oy.,TIN
49858,@USER 2 ways for President Trump to lose in 2020. Gun control and an immigration bill with no wall.,TIN
34366,@USER @USER Liberals as per Odia standards 👆....RW is liberal when it comes to my state 🤣🤣,TIN
27617,@USER Whoever you are you deserve this URL,TIN
91845,@USER Don’t care. Let them (NFL) die on the field kneeling,TIN
30292,@USER The Dems playing a con game. It must be Antifa don’t you think.,TIN
34111,@USER @USER @USER @USER Oh i thought you were the dream team minus sonja. Really you are the mean disgusting team minus sonja. Oh by the way dorinda leave sonja alone. You are so jealous of sonja. She is kind sweet and so much prettier than you.  Get over it you drunk,TIN
96986,@USER Yes Comie (communist pun intended) WE do and will emerge stronger when u &amp; all ur cronies are put to death at Gitmo. WE THE PEOPLE WILL INDEED BE STRONGER. #MAGA #DrainTheSwamp,TIN
13126,@USER me trying to avoid the freshman boys who hang out in my block and hit on me everyday URL,TIN
85868,"@USER @USER @USER @USER @USER ...how you want to be defined""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the ""Pavlovian Left"" thinks. Night, night 🌙!""",TIN
20917,@USER  My. Arms. Wasn't. That. Big! N. Neither. Was. My. Boobs! They. Are. Now! From. Them. Injecting. Fat! Into. My. Body!,TIN
15354,@USER @USER Betty I think women have been handed a character assassination  bomb to destroy MEN by the liberals and the FEMINISTS. I would hate to know these women represent  ME. WHY WAIT ALL THESE YEARS TO REPORT...,TIN
37218,@USER He is an israeli puppet.,TIN
